view_no,theta,phi
0,2.9899536664331814,1.6945482971066121
1,2.9608013293094504,1.8051500913662273
2,1.477350612719931,2.6075442507087128
3,0.010364870617157969,3.7272271337434204
4,1.5676553272457727,5.502820086267586
5,0.8776910744644695,5.1200182277430715
6,0.04395648205136893,1.277868063342302
7,3.041299875584076,6.277588742956483
8,0.8241721497469645,5.523853854222268
9,2.6539799181043313,3.6830067005759175
10,1.8334189953222304,5.721014465302776
11,2.2328821815887157,3.4320176494805734
12,1.5336433393540656,6.248017018166366
13,1.2931290943139568,3.8105706360871214
14,1.354397371989744,5.996675628794106
15,2.1240292138308514,3.3046203198325643
16,0.43091756233798617,2.4974079630163413
17,0.8792759851631995,4.608666387552149
18,1.2541009546489459,4.207977287757318
19,2.4328845561611048,2.9440203925154393
20,0.6383647634066993,3.524357164893066
21,3.0701729297181664,2.6638332283767294
22,2.1176401178285498,5.153501425798456
23,0.39053315910173525,5.721542337687504
24,3.08025240048279,2.500890843152046
25,2.0422157368737794,5.610497568484712
26,1.5750857923707984,3.536877499668288
27,0.9708092212365598,1.638050577900243
28,1.4073114328969833,3.7567366920893153
29,1.6866828721690768,2.563985045900511
30,1.6139647781076842,4.554335905958705
31,2.206641413805101,4.592990389614699
32,2.511567881913521,4.668104816799956
33,0.9853716589011406,0.5721281984681404
34,0.7137162573119086,3.5117823125526098
35,1.3468477037649047,3.5145996867394804
36,0.8118500639592103,1.6383288053061384
37,1.3003362800224272,3.127894849696626
38,2.201869500476653,5.179018332411589
39,2.1282058201423593,4.641452925790178
40,0.2477698494711273,3.9303282418992875
41,1.1664076698218726,2.7894792132517856
42,1.7433736123055399,0.22075818909246356
43,2.5255242290335884,2.7334681552779596
44,2.6091839430039845,1.097973257381408
45,2.4143529848526404,4.431803349807247
46,0.48834742037279066,2.9101359546754777
47,0.7356955407392018,2.7088392272692317
48,0.08476698414232546,5.787025355731366
49,1.6779115854367908,0.0914487113408541
50,0.42637991641735457,4.076899360018946
51,0.12142383235509453,3.1624826835924775
52,1.8157318793383193,0.5912912435753389
53,2.7102510827726287,1.9684030297920356
54,1.3563627745940143,1.2882263156246934
55,1.0067378990408282,4.6515294777422955
56,1.8665716417281557,2.6926991808636878
57,2.7483750178261843,0.35949301937588324
58,2.0483748073881336,1.5491378004508707
59,2.3225874957052386,4.43353463831073
60,1.553514300019656,3.6590213777124183
61,0.8590637597039256,2.1314652063178308
62,2.254258020502265,5.031921248545044
63,1.239030645655584,0.8839260918108605
64,3.135198430223491,5.391104227158822
65,0.23552012052348034,0.25250632501332104
66,1.459793046065772,5.3845928596178725
67,0.12655744393822987,5.089108040511104
68,1.2355146326460789,5.6922195386660075
69,0.7245889555487027,0.5892117491263628
70,1.0687439215139825,0.11175066716651294
71,3.1371285077749276,6.158279849329189
72,2.192909342302898,5.772488405368187
73,1.2269679376226006,2.258218754077164
74,2.42912627045055,5.4753733773207705
75,0.7324868699269498,1.3478991545276373
76,0.593311622068951,4.166148249694512
77,0.22821940790861875,2.9259156313895542
78,1.2922577555264911,1.855335195978851
79,0.3499313153197069,3.1620861491005505
80,2.8651924483570688,0.28834049696170116
81,1.4410831995039726,0.0025567968882122317
82,1.3242360955936772,2.2084594558801993
83,3.014385402704055,0.47465434239604093
84,0.611354541844608,5.6790856547380715
85,1.6276259707754213,5.856825064823165
86,1.7642129004796328,5.164221886250669
87,1.2158754373863847,4.68009755847274
88,2.018406382353296,0.538857404821137
89,0.13409541998034535,1.41006149357692
90,0.8447288917766734,5.435513830558051
91,2.5521008301989205,3.6281915916797516
92,1.380558980440725,0.7533363769526231
93,2.933480344852018,4.331944889330357
94,1.6900024242217644,1.3249629940000451
95,1.0914232979276923,5.4950179004925035
96,2.514465289377167,3.282827474675499
97,1.9463551191471975,4.0794541112808655
98,1.3067610725120677,2.7469374283260493
99,1.7340716191317336,3.241383685328346
100,2.7271280729775698,2.6019319350210868
101,3.037699220194062,4.709837418004109
102,0.2371895036586951,1.750351554473043
103,1.0945496048666306,4.695290905036572
104,2.677032333306867,2.6714911744845913
105,3.092405235263901,5.609655325755767
106,0.40613264829740475,2.8374039833385636
107,1.0563754174155524,6.168788127815447
108,0.5428245919980491,5.949942926686411
109,2.7187989149633256,2.20543426569887
110,0.5847673999147757,2.1351253789376354
111,0.09773510265848048,1.233895629915477
112,0.44963097728304696,0.9036203270859956
113,1.1320399371121024,3.601254105151896
114,0.7786652903984481,4.3162355207967025
115,0.5831316922282683,1.390262327230167
116,2.0442834384026063,0.8071713321914953
117,2.407340226793156,3.716392471963269
118,2.4493329114192313,0.34732767207127285
119,2.6981955718364836,1.41850234821634
120,3.0698145174228544,0.9917239787846597
121,1.066712498324066,0.19272768323278391
122,2.837972735524367,0.46243577452969215
123,1.7147634541000318,2.9037551979855105
124,1.9004233553133492,5.120420803013341
125,0.8796157968243724,5.517237641224842
126,1.7240752192702953,5.808810620043794
127,1.223485672331961,0.7207276563320834
128,1.531987692222802,4.672022673887549
129,2.0115710214110702,3.0513602209394834
130,2.483641593032855,2.746996803039064
131,1.2181547513395226,3.7441112328478923
132,1.1434523275952584,2.9332814908681595
133,1.8256968430201501,2.4156356275674304
134,2.3260063449066877,4.7704988334031
135,2.1193788318978317,0.5762773841899211
136,0.86839967405616,2.535163241899538
137,0.5610025916965655,2.7112416103211183
138,2.014271431053354,5.077457466649516
139,0.8249319590238986,2.8248225939448814
140,0.7455802058221385,0.6951066285527788
141,0.505182079303053,0.8492046589869697
142,1.0279819598926505,0.7339561132274902
143,2.7498067673488302,1.388796921479489
144,0.26812053861396146,3.9166952592053734
145,1.4532932669071958,6.268692753734898
146,0.11024020108972142,3.892858468807287
147,2.917164341073315,4.467815864538991
148,1.7957789934109485,0.5014254947687903
149,0.14324563444029073,5.832300303157732
150,1.5664690749660308,1.9940551541902343
151,1.889096604799468,2.3291843972097617
152,1.5903322186894333,3.660805242788551
153,0.011662505957126233,2.4547156026632786
154,2.1012400368875817,2.561812939929714
155,2.752814516477053,1.7262597562740096
156,3.1245352928434538,6.009400865031344
157,2.0410068260506757,1.5262404716100297
158,0.33625664156516955,3.3483950307938137
159,1.4723607579362572,1.8329888646982797
160,0.7251444924923367,6.19980817668024
161,2.1700240643250144,5.966713643836538
162,2.042446153339942,4.670213589931417
163,1.668472306249478,0.5737535198360892
164,1.821846449213641,0.028002754314109788
165,2.5158662563424845,1.9486992140239414
166,0.15707796847706293,2.7826171006471387
167,0.011104585172969878,2.723867046043593
168,0.14236226579886768,2.430701691267257
169,2.1828627429240686,1.3276491281918499
170,1.9171612053778855,5.835174097323284
171,3.04495464814603,0.23751827944261794
172,0.8586451507519899,2.0136053264084564
173,0.9471181288525383,4.995515840784782
174,0.2406551593707032,0.7544823082474641
175,2.832738400915834,0.7933873035590919
176,1.9522106727202015,2.605379605038983
177,2.615131429615636,0.5092373415839575
178,1.4047942745318613,0.07015227061700052
179,2.6748000101578135,5.9760312794811625
180,0.9313508144391895,5.393320816389609
181,1.92570224542694,2.2617790617430087
182,0.9200189134663171,3.346419972016468
183,0.22078888590297277,0.3635685266663463
184,1.6578095835998996,4.20704221606325
185,0.6581046987118583,1.773019715778923
186,2.069176951686193,4.144035526214035
187,2.0888832081036792,0.8662042230502731
188,2.297877211524297,4.677228837505556
189,2.459820135004837,2.8485029386038208
190,2.004057401573843,1.7340472113702334
191,0.6486830641084994,3.1661473482694364
192,1.624086713620073,3.6880391776192214
193,3.0688799170342222,1.7053923272701632
194,0.12956340105408984,0.4942093694250206
195,0.9358362974468029,4.085237176873486
196,2.084414092206235,4.047898520660464
197,2.8148312619227727,2.289049593145523
198,0.647733395674433,4.172181221251342
199,0.7856979977605933,1.782062625968273
200,3.00536929344295,4.2213178893563414
201,2.773996594198953,2.369883632523118
202,1.1728680555219344,2.508587026974008
203,1.382276944313266,3.5845189109866746
204,1.253063659766718,2.1822640394057924
205,0.16890045785889637,5.668000317433997
206,0.467954217484337,2.816003699128055
207,2.2702210504595732,5.116311123249594
208,0.06187739892393046,4.057555495812057
209,0.28237086775519293,4.723910613743879
210,0.47647993320725957,5.4845434355643885
211,2.1230809463310933,3.188853826998047
212,0.5418972294186729,0.6112350361093993
213,0.4175187919451351,2.28341629762107
214,0.6673483071910518,4.757782086684937
215,2.6071327910133326,2.417391478757533
216,1.395386516178106,1.6659078584078588
217,3.000453192438266,0.626079797588638
218,2.9697376936399533,3.051498591428663
219,2.949837201017499,2.0882040951105147
220,1.7417554471390242,3.4530213788396646
221,0.20949282597233349,5.987089132401661
222,2.4598999149315492,4.113305256601883
223,1.7536115839603232,6.236528871385924
224,1.375512715522355,2.8268991863671995
225,2.892400429464057,3.277040618421332
226,0.8807615500821894,3.858664405451578
227,0.19091043513700323,0.4958332579865036
228,0.6947743580256464,1.300363083332548
229,1.1005816130021482,3.83042254041624
230,1.010479986694039,4.695368210526272
231,2.9544534854553137,0.6574613180227481
232,0.05034505658705142,2.968093921304919
233,1.4480988066077098,4.456208092860166
234,0.6561717216076671,4.922643661752635
235,1.4397340565678223,4.96148848240968
236,2.7920273674065452,5.91316595766346
237,3.097078988209069,0.40238115075274905
238,1.302370670488165,4.348002060925234
239,0.9623050241765863,5.066720288078363
240,1.0198436066586634,4.030460283028401
241,2.6916561600591775,5.894460260666024
242,0.6199237996868114,2.0439182761233017
243,1.498088706027317,3.2850748637060487
244,1.21998596572801,3.9599004311097366
245,2.848733423617722,4.410386412406485
246,2.7153201368199635,5.405736590439275
247,1.781723583215178,3.383037751629945
248,2.665449654122337,0.6725294249814153
249,2.5427427821432937,0.5205246254254426
250,0.06532101353283712,5.024049310450538
251,1.5062320383960852,2.510387133275952
252,1.7753367516266998,5.70766678715925
253,1.9055761213846028,4.018461638041542
