view_no,theta,phi
0,0.0,0.0
1,0.007893448878366315,0.3306939635357677
2,0.01578689775673263,0.6613879270715354
3,0.023680346635098944,0.992081890607303
4,0.03157379551346526,1.3227758541430708
5,0.03946724439183157,1.6534698176788385
6,0.04736069327019789,1.984163781214606
7,0.0552541421485642,2.3148577447503738
8,0.06314759102693052,2.6455517082861415
9,0.07104103990529684,2.9762456718219092
10,0.07893448878366315,3.306939635357677
11,0.08682793766202945,3.6376335988934447
12,0.09472138654039577,3.968327562429212
13,0.1026148354187621,4.29902152596498
14,0.1105082842971284,4.6297154895007475
15,0.11840173317549471,4.960409453036515
16,0.12629518205386103,5.291103416572283
17,0.13418863093222735,5.621797380108051
18,0.14208207981059368,5.9524913436438185
19,0.14997552868895997,6.283185307179586
20,0.1578689775673263,0.0
21,0.1657624264456926,0.3306939635357677
22,0.1736558753240589,0.6613879270715354
23,0.18154932420242523,0.992081890607303
24,0.18944277308079155,1.3227758541430708
25,0.19733622195915787,1.6534698176788385
26,0.2052296708375242,1.984163781214606
27,0.21312311971589049,2.3148577447503738
28,0.2210165685942568,2.6455517082861415
29,0.22891001747262313,2.9762456718219092
30,0.23680346635098942,3.306939635357677
31,0.24469691522935574,3.6376335988934447
32,0.25259036410772207,3.968327562429212
33,0.26048381298608836,4.29902152596498
34,0.2683772618644547,4.6297154895007475
35,0.276270710742821,4.960409453036515
36,0.28416415962118735,5.291103416572283
37,0.29205760849955364,5.621797380108051
38,0.29995105737791994,5.9524913436438185
39,0.3078445062562863,6.283185307179586
40,0.3157379551346526,0.0
41,0.3236314040130189,0.3306939635357677
42,0.3315248528913852,0.6613879270715354
43,0.3394183017697515,0.992081890607303
44,0.3473117506481178,1.3227758541430708
45,0.35520519952648416,1.6534698176788385
46,0.36309864840485045,1.984163781214606
47,0.3709920972832168,2.3148577447503738
48,0.3788855461615831,2.6455517082861415
49,0.3867789950399494,2.9762456718219092
50,0.39467244391831574,3.306939635357677
51,0.40256589279668203,3.6376335988934447
52,0.4104593416750484,3.968327562429212
53,0.4183527905534147,4.29902152596498
54,0.42624623943178097,4.6297154895007475
55,0.4341396883101473,4.960409453036515
56,0.4420331371885136,5.291103416572283
57,0.4499265860668799,5.621797380108051
58,0.45782003494524626,5.9524913436438185
59,0.46571348382361255,6.283185307179586
60,0.47360693270197884,0.0
61,0.4815003815803452,0.3306939635357677
62,0.4893938304587115,0.6613879270715354
63,0.49728727933707784,0.992081890607303
64,0.5051807282154441,1.3227758541430708
65,0.5130741770938104,1.6534698176788385
66,0.5209676259721767,1.984163781214606
67,0.5288610748505431,2.3148577447503738
68,0.5367545237289094,2.6455517082861415
69,0.5446479726072757,2.9762456718219092
70,0.552541421485642,3.306939635357677
71,0.5604348703640083,3.6376335988934447
72,0.5683283192423747,3.968327562429212
73,0.576221768120741,4.29902152596498
74,0.5841152169991073,4.6297154895007475
75,0.5920086658774736,4.960409453036515
76,0.5999021147558399,5.291103416572283
77,0.6077955636342062,5.621797380108051
78,0.6156890125125726,5.9524913436438185
79,0.6235824613909389,6.283185307179586
80,0.6314759102693052,0.0
81,0.6393693591476715,0.3306939635357677
82,0.6472628080260378,0.6613879270715354
83,0.6551562569044042,0.992081890607303
84,0.6630497057827704,1.3227758541430708
85,0.6709431546611367,1.6534698176788385
86,0.678836603539503,1.984163781214606
87,0.6867300524178693,2.3148577447503738
88,0.6946235012962356,2.6455517082861415
89,0.702516950174602,2.9762456718219092
90,0.7104103990529683,3.306939635357677
91,0.7183038479313346,3.6376335988934447
92,0.7261972968097009,3.968327562429212
93,0.7340907456880672,4.29902152596498
94,0.7419841945664336,4.6297154895007475
95,0.7498776434447999,4.960409453036515
96,0.7577710923231662,5.291103416572283
97,0.7656645412015325,5.621797380108051
98,0.7735579900798988,5.9524913436438185
99,0.7814514389582652,6.283185307179586
100,0.7893448878366315,0.0
101,0.7972383367149978,0.3306939635357677
102,0.8051317855933641,0.6613879270715354
103,0.8130252344717304,0.992081890607303
104,0.8209186833500968,1.3227758541430708
105,0.8288121322284631,1.6534698176788385
106,0.8367055811068294,1.984163781214606
107,0.8445990299851956,2.3148577447503738
108,0.8524924788635619,2.6455517082861415
109,0.8603859277419282,2.9762456718219092
110,0.8682793766202946,3.306939635357677
111,0.8761728254986609,3.6376335988934447
112,0.8840662743770272,3.968327562429212
113,0.8919597232553935,4.29902152596498
